"Date","34 m","40 m","47 m","56 m","66 m","78 m","92 m","110 m"
2005-01-08,4.93,5.04,5.84,7.02,7.08,3.9,3.52,3.82
2005-01-09,4.74,5.06,5.9,7.36,7.29,4.14,3.58,3.86
2005-01-10,4.71,4.94,5.71,7.25,7.28,4.25,3.64,3.9
2005-01-11,4.9,4.97,5.57,7.43,7.41,4.45,3.72,3.91
2005-01-12,4.69,4.77,5.51,7.36,7.36,4.4,3.75,3.97
2005-01-13,4.59,4.72,5.64,7.35,7.28,4.32,3.78,4.01
2005-01-14,4.73,4.74,5.64,7.19,7.24,4.41,3.85,4.01
2005-01-15,5.06,4.79,5.5,7.01,7.23,4.65,3.97,4.02
2005-01-16,4.92,4.71,5.57,7.13,7.18,4.69,4.03,4.07
2005-01-17,4.77,4.59,5.55,6.84,7.08,4.69,4.08,4.11
2005-01-18,4.68,4.51,5.5,6.9,7.03,4.78,4.16,4.14
2005-01-19,4.48,4.34,5.43,6.95,6.96,4.76,4.18,4.18
2005-01-20,4.35,4.25,5.43,6.78,6.87,4.72,4.21,4.21
2005-01-21,4.4,4.23,5.28,6.63,6.79,4.82,4.29,4.23
2005-01-22,4.19,3.98,5.11,6.6,6.73,4.88,4.34,4.27
2005-01-23,3.82,3.74,4.99,6.49,6.62,4.87,4.38,4.31
2005-01-24,3.75,3.83,4.75,6.35,6.42,4.78,4.36,4.33
2005-01-25,3.78,3.87,4.48,6.25,6.35,4.77,4.4,4.36
2005-01-26,3.44,3.51,4.7,5.92,6.24,4.63,4.41,4.36
2005-01-27,3.24,3.38,5.09,5.98,6.1,4.6,4.41,4.33
2005-01-28,2.76,2.95,4.88,5.63,5.95,4.45,4.34,4.3
2005-01-29,2.31,2.39,4.21,5.35,5.79,4.36,4.25,4.28
2005-01-30,2.2,2.49,3.69,5.38,5.56,4.27,4.16,4.3
2005-01-31,2.23,2.35,3.29,4.94,5.36,4.14,4.08,4.3
2005-02-01,2.05,2.23,3.42,4.65,5.15,3.98,4,4.26
2005-02-02,2.04,2.34,3.28,4.67,4.96,3.95,3.92,4.16
2005-02-03,2.07,2.4,2.99,4.37,4.71,3.91,3.88,4.1
2005-02-04,2.14,2.52,2.83,4.13,4.4,3.89,3.84,4.05
2005-02-05,2.19,2.59,2.73,3.83,4.1,3.86,3.8,4.03
2005-02-06,2.18,2.56,2.7,3.59,3.79,3.79,3.75,4.02
2005-02-07,2.26,2.67,2.73,3.47,3.57,3.73,3.69,3.99
2005-02-08,2.31,2.73,2.62,3.39,3.46,3.66,3.68,3.91
2005-02-09,2.35,2.82,2.51,3.28,3.42,3.6,3.63,3.86
2005-02-10,2.37,2.84,2.51,3.22,3.41,3.59,3.6,3.81
2005-02-11,2.38,2.77,2.7,3.28,3.45,3.59,3.57,3.77
2005-02-12,2.43,2.82,2.79,3.38,3.54,3.7,3.58,3.7
2005-02-13,2.49,2.83,2.77,3.4,3.64,3.9,3.62,3.66
2005-02-14,2.44,2.81,2.97,3.49,3.75,4.06,3.57,3.66
2005-02-15,2.43,2.8,3.08,3.5,3.76,4.17,3.62,3.65
2005-02-16,2.48,2.75,3.04,3.48,3.73,4.2,3.63,3.64
2005-02-17,2.66,2.79,2.88,3.41,3.67,4.09,3.62,3.65
2005-02-18,2.74,2.86,2.78,3.38,3.7,4.01,3.5,3.63
2005-02-19,2.6,2.81,2.85,3.35,3.71,3.96,3.45,3.61
2005-02-20,2.46,2.78,2.93,3.35,3.7,3.93,3.43,3.6
2005-02-21,2.28,2.65,2.81,3.32,3.67,3.87,3.43,3.57
2005-02-22,2.16,2.44,2.74,3.23,3.6,3.73,3.39,3.53
2005-02-23,2.15,2.41,2.65,3.13,3.49,3.64,3.35,3.5
2005-02-24,2.16,2.43,2.45,3.05,3.44,3.52,3.33,3.44
2005-02-25,2.16,2.42,2.29,2.95,3.35,3.42,3.29,3.41
2005-02-26,2.08,2.31,2.17,2.81,3.34,3.38,3.24,3.38
2005-02-27,2.08,2.05,2.18,2.76,3.46,3.35,3.25,3.28
2005-02-28,2.03,1.85,2.25,2.77,3.42,3.3,3.27,3.23
2005-03-01,1.95,1.87,2.62,3,3.6,3.36,3.26,3.27
2005-03-02,1.83,1.89,2.73,3.1,3.79,3.45,3.34,3.28
2005-03-03,1.91,1.87,2.47,3.04,3.8,3.49,3.41,3.3
2005-03-04,1.9,1.87,2.27,3.07,3.87,3.44,3.35,3.31
2005-03-05,1.81,1.84,2.25,3.13,4.04,3.42,3.28,3.31
2005-03-06,1.7,1.75,2.4,3.1,4.04,3.37,3.26,3.31
2005-03-07,1.71,1.79,2.48,3.19,4.06,3.35,3.26,3.31
2005-03-08,1.78,1.87,2.36,3.22,4.02,3.31,3.27,3.3
2005-03-09,2,1.98,2.23,3.06,3.85,3.27,3.24,3.3
2005-03-10,2.05,2.05,2.08,2.88,3.73,3.26,3.28,3.27
2005-03-11,1.95,1.94,2.09,2.82,3.62,3.3,3.3,3.29
2005-03-12,1.84,1.82,2.19,2.83,3.55,3.35,3.33,3.32
2005-03-13,1.57,1.64,2.08,2.85,3.43,3.34,3.34,3.31
2005-03-14,1.47,1.46,2.09,2.9,3.44,3.32,3.35,3.32
2005-03-15,1.43,1.44,2.14,2.91,3.44,3.27,3.35,3.3
2005-03-16,1.43,1.41,2.21,2.87,3.42,3.22,3.33,3.31
2005-03-17,1.44,1.43,2.29,2.76,3.33,3.17,3.33,3.34
2005-03-18,1.44,1.51,2.3,2.86,3.32,3.15,3.32,3.4
2005-03-19,1.51,1.55,2.24,2.88,3.32,3.1,3.32,3.47
2005-03-20,1.54,1.57,2.36,2.79,3.23,3.05,3.34,3.55
2005-03-21,1.56,1.66,2.4,2.88,3.24,3.01,3.32,3.6
2005-03-22,1.62,1.74,2.42,2.9,3.22,2.95,3.36,3.67
2005-03-23,1.69,1.79,2.39,2.9,3.19,2.91,3.37,3.77
2005-03-24,1.76,1.89,2.31,2.99,3.28,2.87,3.41,3.84
2005-03-25,1.82,1.96,2.25,3.04,3.35,2.86,3.42,3.86
2005-03-26,1.87,1.98,2.22,3.01,3.38,2.88,3.43,3.82
2005-03-27,1.91,2.01,2.27,2.94,3.33,2.89,3.43,3.76
2005-03-28,1.97,2.09,2.3,2.99,3.38,2.91,3.42,3.7
2005-03-29,2.07,2.15,2.27,2.89,3.28,2.93,3.44,3.67
2005-03-30,2.2,2.31,2.28,2.89,3.27,2.94,3.41,3.67
2005-03-31,2.15,2.25,2.26,2.85,3.27,2.94,3.49,3.71
2005-04-01,2.11,2.22,2.4,2.8,3.22,2.95,3.61,3.95
2005-04-02,2.16,2.29,2.47,2.79,3.19,2.91,3.49,4.05
2005-04-03,2.22,2.33,2.42,2.73,3.09,2.86,3.54,4.09
2005-04-04,2.28,2.4,2.4,2.67,3,2.83,3.53,4.04
2005-04-05,2.25,2.38,2.36,2.63,2.95,2.83,3.54,3.93
2005-04-06,2.23,2.35,2.39,2.6,2.88,2.84,3.54,3.83
2005-04-07,2.26,2.38,2.41,2.64,2.9,2.83,3.5,3.76
2005-04-08,2.35,2.4,2.43,2.67,2.92,2.83,3.48,3.74
2005-04-09,2.45,2.44,2.43,2.69,2.92,2.85,3.5,3.73
2005-04-10,2.51,2.45,2.47,2.74,2.99,2.87,3.53,3.78
2005-04-11,2.56,2.48,2.49,2.75,3.04,2.86,3.51,3.85
2005-04-12,2.62,2.53,2.5,2.76,3.1,2.85,3.53,3.96
2005-04-13,2.69,2.61,2.53,2.76,3.14,2.83,3.53,3.99
2005-04-14,2.72,2.67,2.54,2.73,3.09,2.84,3.57,3.96
2005-04-15,2.74,2.71,2.5,2.71,2.98,2.88,3.61,3.97
2005-04-16,2.8,2.76,2.49,2.8,2.98,2.88,3.57,4.04
2005-04-17,2.88,2.83,2.54,2.93,3.09,2.82,3.54,4.09
